"ACCNUM"	"SYMBOL"	"DESC"
"206858_s_at"	"NM_004503"	"HOXC6"	"homeobox C6"
"206859_s_at"	"NM_002571"	"PAEP"	"progestagen-associated endometrial protein"
"206860_s_at"	"NM_019005"	"MIOS"	"missing oocyte, meiosis regulator, homolog (Drosophila)"
"206861_s_at"	"NM_003663"	"CGGBP1"	"CGG triplet repeat binding protein 1"
"206862_at"	"NM_004876"	"ZNF254"	"zinc finger protein 254"
"206863_x_at"	"U76376"	"HRK"	"harakiri, BCL2 interacting protein"
"206864_s_at"	"NM_003806"	"HRK"	"harakiri, BCL2 interacting protein"
"206865_at"	"U76376"	"HRK"	"harakiri, BCL2 interacting protein"
"206866_at"	"NM_001794"	"CDH4"	"cadherin 4, type 1, R-cadherin (retinal)"
"206867_at"	"NM_001486"	"GCKR"	"glucokinase (hexokinase 4) regulator"
"206868_at"	"NM_014725"	"STARD8"	"StAR-related lipid transfer (START) domain containing 8"
"206869_at"	"NM_001267"	"CHAD"	"chondroadherin"
"206870_at"	"NM_005036"	"PPARA"	"peroxisome proliferator-activated receptor alpha"
"206871_at"	"NM_001972"	"ELANE"	"elastase, neutrophil expressed"
"206872_at"	"NM_005074"	"SLC17A1"	"solute carrier family 17 (organic anion transporter), member 1"
"206873_at"	"NM_001215"	"CA6"	"carbonic anhydrase VI"
"206874_s_at"	"AL138761"	"SLK"	"STE20-like kinase"
"206875_s_at"	"NM_014720"	"SLK"	"STE20-like kinase"
"206876_at"	"AL121948"	"SIM1"	"single-minded family bHLH transcription factor 1"
"206877_at"	"NM_002357"	"MXD1"	"MAX dimerization protein 1"
"206878_at"	"NM_001917"	"DAO"	"D-amino-acid oxidase"
"206879_s_at"	"NM_013982"	"NRG2"	"neuregulin 2"
"206880_at"	"NM_005446"	"P2RX6"	"purinergic receptor P2X, ligand gated ion channel, 6"
"206881_s_at"	"NM_006865"	"LILRA3"	"leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3"
"206882_at"	"NM_005071"	"SLC1A6"	"solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6"
"206883_x_at"	"NM_000174"	"GP9"	"glycoprotein IX (platelet)"
"206884_s_at"	"NM_003843"	"SCEL"	"sciellin"
"206885_x_at"	"NM_022559"	"GH1"	"growth hormone 1"
"206886_x_at"	"NM_022560"	"GH1"	"growth hormone 1"
"206887_at"	"NM_001296"	"ACKR2"	"atypical chemokine receptor 2"
"206888_s_at"	"U82532"	"ARHGDIG"	"Rho GDP dissociation inhibitor (GDI) gamma"
"206889_at"	"NM_001176"	"NA"	"NA"
"206890_at"	"NM_005535"	"IL12RB1"	"interleukin 12 receptor, beta 1"
"206891_at"	"NM_001104"	"ACTN3"	"actinin, alpha 3 (gene/pseudogene)"
"206892_at"	"NM_020547"	"AMHR2"	"anti-Mullerian hormone receptor, type II"
"206893_at"	"NM_002968"	"SALL1"	"spalt-like transcription factor 1"
"206894_at"	"NM_000482"	"APOA4"	"apolipoprotein A-IV"
"206895_at"	"NM_002711"	"PPP1R3A"	"protein phosphatase 1, regulatory subunit 3A"
"206896_s_at"	"NM_005145"	"GNG7"	"guanine nucleotide binding protein (G protein), gamma 7"
"206897_at"	"NM_003785"	"PAGE1"	"P antigen family, member 1 (prostate associated)"
"206898_at"	"NM_021153"	"CDH19"	"cadherin 19, type 2"
"206899_at"	"NM_012344"	"NTSR2"	"neurotensin receptor 2"
"206900_x_at"	"NM_021047"	"ZNF253"	"zinc finger protein 253"
"206901_at"	"NM_024323"	"C19orf57"	"chromosome 19 open reading frame 57"
"206902_s_at"	"NM_005728"	"EXOG"	"endo/exonuclease (5'-3'), endonuclease G-like"
"206903_at"	"NM_005728"	"EXOG"	"endo/exonuclease (5'-3'), endonuclease G-like"
"206904_at"	"M55683"	"MATN1"	"matrilin 1, cartilage matrix protein"
"206905_s_at"	"NM_002379"	"MATN1"	"matrilin 1, cartilage matrix protein"
"206906_at"	"NM_003259"	"ICAM5"	"intercellular adhesion molecule 5, telencephalin"
"206907_at"	"NM_003811"	"TNFSF9"	"tumor necrosis factor (ligand) superfamily, member 9"
"206908_s_at"	"NM_005602"	"CLDN11"	"claudin 11"
"206909_at"	"AF068863"	"NA"	"NA"
"206910_x_at"	"NM_005666"	"CFHR2"	"complement factor H-related 2"
"206911_at"	"NM_005082"	"TRIM25"	"tripartite motif containing 25"
"206912_at"	"NM_004473"	"FOXE1"	"forkhead box E1"
"206913_at"	"NM_001701"	"BAAT"	"bile acid CoA:amino acid N-acyltransferase"
"206914_at"	"NM_019604"	"CRTAM"	"cytotoxic and regulatory T cell molecule"
"206915_at"	"NM_002509"	"NKX2-2"	"NK2 homeobox 2"
"206916_x_at"	"NM_000353"	"TAT"	"tyrosine aminotransferase"
"206917_at"	"NM_006572"	"GNA13"	"guanine nucleotide binding protein (G protein), alpha 13"
"206918_s_at"	"NM_003915"	"CPNE1"	"copine I"
"206919_at"	"NM_021795"	"ELK4"	"ELK4, ETS-domain protein (SRF accessory protein 1)"
"206920_s_at"	"NM_001499"	"GLE1"	"GLE1 RNA export mediator"
"206921_at"	"NM_001499"	"GLE1"	"GLE1 RNA export mediator"
"206922_at"	"NM_004679"	"NA"	"NA"
"206923_at"	"NM_002737"	"PRKCA"	"protein kinase C, alpha"
"206924_at"	"NM_000641"	"IL11"	"interleukin 11"
"206925_at"	"NM_005668"	"ST8SIA4"	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
"206926_s_at"	"M57765"	"IL11"	"interleukin 11"
"206927_s_at"	"NM_000855"	"GUCY1A2"	"guanylate cyclase 1, soluble, alpha 2"
"206928_at"	"NM_003431"	"ZNF124"	"zinc finger protein 124"
"206929_s_at"	"NM_005597"	"NFIC"	"nuclear factor I/C (CCAAT-binding transcription factor)"
"206930_at"	"NM_005838"	"GLYAT"	"glycine-N-acyltransferase"
"206931_at"	"NM_003441"	"ZNF141"	"zinc finger protein 141"
"206932_at"	"NM_003956"	"CH25H"	"cholesterol 25-hydroxylase"
"206933_s_at"	"NM_004285"	"H6PD"	"hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)"
"206934_at"	"NM_006065"	"SIRPB1"	"signal-regulatory protein beta 1"
"206935_at"	"NM_002590"	"PCDH8"	"protocadherin 8"
"206936_x_at"	"NM_022335"	"NA"	"NA"
"206937_at"	"NM_003126"	"SPTA1"	"spectrin, alpha, erythrocytic 1"
"206938_at"	"NM_000348"	"SRD5A2"	"steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)"
"206939_at"	"NM_005215"	"DCC"	"DCC netrin 1 receptor"
"206940_s_at"	"NM_006237"	"POU4F1"	"POU class 4 homeobox 1"
"206941_x_at"	"NM_012431"	"SEMA3E"	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"
"206942_s_at"	"NM_002674"	"PMCH"	"pro-melanin-concentrating hormone"
"206943_at"	"NM_004612"	"TGFBR1"	"transforming growth factor, beta receptor 1"
"206944_at"	"AF007141"	"HTR6"	"5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled"
"206945_at"	"NM_002299"	"LCT"	"lactase"
"206946_at"	"NM_005477"	"HCN4"	"hyperpolarization activated cyclic nucleotide gated potassium channel 4"
"206947_at"	"NM_006057"	"B3GALT5"	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5"
"206948_at"	"NM_006656"	"NEU3"	"sialidase 3 (membrane sialidase)"
"206949_s_at"	"NM_014328"	"RUSC1"	"RUN and SH3 domain containing 1"
"206950_at"	"NM_002977"	"SCN9A"	"sodium channel, voltage gated, type IX alpha subunit"
"206951_at"	"NM_003545"	"HIST1H4E"	"histone cluster 1, H4e"
"206952_at"	"NM_000151"	"G6PC"	"glucose-6-phosphatase, catalytic subunit"
"206953_s_at"	"NM_012302"	"ADGRL2"	"adhesion G protein-coupled receptor L2"
"206954_at"	"NM_015855"	"WT1-AS"	"WT1 antisense RNA"
"206955_at"	"NM_001170"	"NA"	"NA"
"206956_at"	"NM_000711"	"NA"	"NA"
"206957_at"	"NM_016236"	"AGXT"	"alanine-glyoxylate aminotransferase"
"206958_s_at"	"AF318575"	"UPF3A"	"UPF3 regulator of nonsense transcripts homolog A (yeast)"
"206959_s_at"	"NM_023011"	"UPF3A"	"UPF3 regulator of nonsense transcripts homolog A (yeast)"
"206960_at"	"NM_005296"	"LPAR4"	"lysophosphatidic acid receptor 4"
"206961_s_at"	"NM_004275"	"MED20"	"mediator complex subunit 20"
"206962_x_at"	"NM_014120"	"NA"	"NA"
"206963_s_at"	"NM_016347"	"NA"	"NA"
"206964_at"	"NM_016347"	"NAT8B"	"N-acetyltransferase 8B (GCN5-related, putative, gene/pseudogene)"
"206965_at"	"NM_016285"	"KLF12"	"Kruppel-like factor 12"
"206966_s_at"	"NM_016285"	"KLF12"	"Kruppel-like factor 12"
"206967_at"	"NM_001240"	"CCNT1"	"cyclin T1"
"206968_s_at"	"NM_006165"	"NFRKB"	"nuclear factor related to kappaB binding protein"
"206969_at"	"NM_021013"	"NA"	"NA"
"206970_at"	"NM_005076"	"CNTN2"	"contactin 2 (axonal)"
"206971_at"	"NM_007369"	"GPR161"	"G protein-coupled receptor 161"
"206972_s_at"	"NM_007369"	"GPR161"	"G protein-coupled receptor 161"
"206973_at"	"NM_003625"	"PPFIA2"	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2"
"206974_at"	"NM_006564"	"CXCR6"	"chemokine (C-X-C motif) receptor 6"
"206975_at"	"NM_000595"	"LTA"	"lymphotoxin alpha"
"206976_s_at"	"NM_006644"	"HSPH1"	"heat shock 105kDa/110kDa protein 1"
"206977_at"	"NM_000315"	"PTH"	"parathyroid hormone"
"206978_at"	"NM_000647"	"CCR2"	"chemokine (C-C motif) receptor 2"
"206979_at"	"NM_000066"	"C8B"	"complement component 8, beta polypeptide"
"206980_s_at"	"NM_001459"	"FLT3LG"	"fms-related tyrosine kinase 3 ligand"
"206981_at"	"NM_000334"	"SCN4A"	"sodium channel, voltage gated, type IV alpha subunit"
"206982_at"	"NM_005208"	"CRYBA1"	"crystallin, beta A1"
"206983_at"	"NM_004367"	"CCR6"	"chemokine (C-C motif) receptor 6"
"206984_s_at"	"NM_002930"	"RIT2"	"Ras-like without CAAX 2"
"206985_at"	"NM_000197"	"HSD17B3"	"hydroxysteroid (17-beta) dehydrogenase 3"
"206986_at"	"AB007422"	"FGF18"	"fibroblast growth factor 18"
"206987_x_at"	"NM_003862"	"FGF18"	"fibroblast growth factor 18"
"206988_at"	"NM_005624"	"CCL25"	"chemokine (C-C motif) ligand 25"
"206989_s_at"	"NM_004719"	"SCAF11"	"SR-related CTD-associated factor 11"
"206990_at"	"NM_003285"	"TNR"	"tenascin R"
"206991_s_at"	"NM_000579"	"CCR5"	"chemokine (C-C motif) receptor 5 (gene/pseudogene)"
"206992_s_at"	"NM_015684"	"ATP5S"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)"
"206993_at"	"NM_015684"	"ATP5S"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)"
"206994_at"	"NM_001899"	"CST4"	"cystatin S"
"206995_x_at"	"NM_003693"	"SCARF1"	"scavenger receptor class F, member 1"
"206996_x_at"	"NM_000723"	"CACNB1"	"calcium channel, voltage-dependent, beta 1 subunit"
"206997_s_at"	"NM_004807"	"HS6ST1"	"heparan sulfate 6-O-sulfotransferase 1"
"206998_x_at"	"NM_006249"	"PRB3"	"proline-rich protein BstNI subfamily 3"
"206999_at"	"NM_001559"	"IL12RB2"	"interleukin 12 receptor, beta 2"
"207000_s_at"	"NM_005605"	"PPP3CC"	"protein phosphatase 3, catalytic subunit, gamma isozyme"
"207001_x_at"	"NM_004089"	"TSC22D3"	"TSC22 domain family, member 3"
"207002_s_at"	"NM_002656"	"PLAGL1"	"pleiomorphic adenoma gene-like 1"
"207003_at"	"NM_002098"	"NA"	"NA"
"207004_at"	"NM_000657"	"BCL2"	"B-cell CLL/lymphoma 2"
"207005_s_at"	"NM_000657"	"BCL2"	"B-cell CLL/lymphoma 2"
"207006_s_at"	"NM_013301"	"CCDC106"	"coiled-coil domain containing 106"
"207007_at"	"NM_005122"	"NR1I3"	"nuclear receptor subfamily 1, group I, member 3"
"207008_at"	"NM_001557"	"CXCR2"	"chemokine (C-X-C motif) receptor 2"
"207009_at"	"NM_003924"	"PHOX2B"	"paired-like homeobox 2b"
"207010_at"	"NM_000812"	"GABRB1"	"gamma-aminobutyric acid (GABA) A receptor, beta 1"
"207011_s_at"	"NM_002821"	"PTK7"	"protein tyrosine kinase 7 (inactive)"
"207012_at"	"U79292"	"MMP16"	"matrix metallopeptidase 16 (membrane-inserted)"
"207013_s_at"	"AB009303"	"MMP16"	"matrix metallopeptidase 16 (membrane-inserted)"
"207014_at"	"NM_000807"	"GABRA2"	"gamma-aminobutyric acid (GABA) A receptor, alpha 2"
"207015_s_at"	"NM_003888"	"ALDH1A2"	"aldehyde dehydrogenase 1 family, member A2"
"207016_s_at"	"AB015228"	"NA"	"NA"
"207017_at"	"NM_004163"	"RAB27B"	"RAB27B, member RAS oncogene family"
"207018_s_at"	"NM_004163"	"RAB27B"	"RAB27B, member RAS oncogene family"
"207019_s_at"	"NM_003886"	"AKAP4"	"A kinase (PRKA) anchor protein 4"
"207020_at"	"NM_007031"	"HSF2BP"	"heat shock transcription factor 2 binding protein"
"207021_at"	"NM_007009"	"ZPBP"	"zona pellucida binding protein"
"207022_s_at"	"NM_002301"	"LDHC"	"lactate dehydrogenase C"
"207023_x_at"	"NM_000421"	"KRT10"	"keratin 10, type I"
"207024_at"	"NM_000751"	"CHRND"	"cholinergic receptor, nicotinic, delta (muscle)"
"207025_at"	"NM_020435"	"GJC2"	"gap junction protein, gamma 2, 47kDa"
"207026_s_at"	"NM_021949"	"ATP2B3"	"ATPase, Ca++ transporting, plasma membrane 3"
"207027_at"	"NM_001528"	"HGFAC"	"HGF activator"
"207028_at"	"NM_006316"	"MYCNOS"	"MYCN opposite strand"
"207029_at"	"NM_000899"	"KITLG"	"KIT ligand"
"207030_s_at"	"NM_001321"	"CSRP2"	"cysteine and glycine-rich protein 2"
"207031_at"	"NM_001189"	"NKX3-2"	"NK3 homeobox 2"
"207032_s_at"	"NM_001131"	"CRISP1"	"cysteine-rich secretory protein 1"
"207033_at"	"NM_005142"	"GIF"	"gastric intrinsic factor (vitamin B synthesis)"
"207034_s_at"	"NM_030379"	"GLI2"	"GLI family zinc finger 2"
"207035_at"	"NM_003459"	"SLC30A3"	"solute carrier family 30 (zinc transporter), member 3"
"207036_x_at"	"NM_000836"	"GRIN2D"	"glutamate receptor, ionotropic, N-methyl D-aspartate 2D"
"207037_at"	"NM_003839"	"TNFRSF11A"	"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"
"207038_at"	"NM_004694"	"SLC16A6"	"solute carrier family 16, member 6"
"207039_at"	"NM_000077"	"CDKN2A"	"cyclin-dependent kinase inhibitor 2A"
"207040_s_at"	"NM_003932"	"ST13"	"suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)"
"207041_at"	"NM_006610"	"MASP2"	"mannan-binding lectin serine peptidase 2"
"207042_at"	"NM_004091"	"E2F2"	"E2F transcription factor 2"
"207043_s_at"	"NM_006934"	"SLC6A9"	"solute carrier family 6 (neurotransmitter transporter, glycine), member 9"
"207044_at"	"NM_000461"	"THRB"	"thyroid hormone receptor, beta"
"207045_at"	"NM_017667"	"VPS50"	"VPS50 EARP/GARPII complex subunit"
"207046_at"	"NM_003548"	"NA"	"NA"
"207047_s_at"	"NM_004070"	"NA"	"NA"
"207048_at"	"NM_014229"	"SLC6A11"	"solute carrier family 6 (neurotransmitter transporter), member 11"
"207049_at"	"NM_014191"	"SCN8A"	"sodium channel, voltage gated, type VIII alpha subunit"
"207050_at"	"NM_000722"	"CACNA2D1"	"calcium channel, voltage-dependent, alpha 2/delta subunit 1"
"207051_at"	"NM_005495"	"SLC17A4"	"solute carrier family 17, member 4"
"207052_at"	"NM_012206"	"HAVCR1"	"hepatitis A virus cellular receptor 1"
"207053_at"	"NM_021097"	"SLC8A1"	"solute carrier family 8 (sodium/calcium exchanger), member 1"
"207054_at"	"NM_001563"	"IMPG1"	"interphotoreceptor matrix proteoglycan 1"
"207055_at"	"NM_004767"	"GPR37L1"	"G protein-coupled receptor 37 like 1"
"207056_s_at"	"NM_004858"	"SLC4A8"	"solute carrier family 4, sodium bicarbonate cotransporter, member 8"
"207057_at"	"NM_004731"	"SLC16A7"	"solute carrier family 16 (monocarboxylate transporter), member 7"
"207058_s_at"	"NM_004562"	"PARK2"	"parkin RBR E3 ubiquitin protein ligase"
"207059_at"	"NM_006194"	"PAX9"	"paired box 9"
"207060_at"	"NM_001427"	"EN2"	"engrailed homeobox 2"
"207061_at"	"NM_001433"	"ERN1"	"endoplasmic reticulum to nucleus signaling 1"
"207062_at"	"NM_000415"	"IAPP"	"islet amyloid polypeptide"
"207063_at"	"NM_018542"	"TTTY14"	"testis-specific transcript, Y-linked 14 (non-protein coding)"
"207064_s_at"	"NM_009590"	"AOC2"	"amine oxidase, copper containing 2 (retina-specific)"
"207065_at"	"NM_004693"	"KRT75"	"keratin 75, type II"
"207066_at"	"NM_002152"	"HRC"	"histidine rich calcium binding protein"
"207067_s_at"	"NM_002112"	"HDC"	"histidine decarboxylase"
"207068_at"	"NM_003408"	"ZFP37"	"ZFP37 zinc finger protein"
"207069_s_at"	"NM_005585"	"SMAD6"	"SMAD family member 6"
"207070_at"	"NM_002921"	"RGR"	"retinal G protein coupled receptor"
"207071_s_at"	"NM_002197"	"ACO1"	"aconitase 1, soluble"
"207072_at"	"NM_003853"	"IL18RAP"	"interleukin 18 receptor accessory protein"
"207073_at"	"NM_003948"	"CDKL2"	"cyclin-dependent kinase-like 2 (CDC2-related kinase)"
"207074_s_at"	"NM_003053"	"SLC18A1"	"solute carrier family 18 (vesicular monoamine transporter), member 1"
"207075_at"	"NM_004895"	"NLRP3"	"NLR family, pyrin domain containing 3"
"207076_s_at"	"NM_000050"	"ASS1"	"argininosuccinate synthase 1"
"207077_at"	"NM_015849"	"CELA2B"	"chymotrypsin-like elastase family, member 2B"
"207078_at"	"NM_005466"	"MED6"	"mediator complex subunit 6"
"207079_s_at"	"NM_005466"	"MED6"	"mediator complex subunit 6"
"207080_s_at"	"NM_004160"	"PYY"	"peptide YY"
"207081_s_at"	"NM_002650"	"PI4KA"	"phosphatidylinositol 4-kinase, catalytic, alpha"
"207082_at"	"NM_000757"	"CSF1"	"colony stimulating factor 1 (macrophage)"
"207083_s_at"	"NM_017721"	"CC2D1A"	"coiled-coil and C2 domain containing 1A"
"207084_at"	"NM_005604"	"POU3F2"	"POU class 3 homeobox 2"
"207085_x_at"	"NM_006140"	"CSF2RA"	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"
"207086_x_at"	"NM_001474"	"NA"	"NA"
"207087_x_at"	"NM_020478"	"ANK1"	"ankyrin 1, erythrocytic"
"207088_s_at"	"NM_003562"	"SLC25A11"	"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11"
"207089_at"	"AF005213"	"NRAP"	"nebulin-related anchoring protein"
"207090_x_at"	"NM_014898"	"ZFP30"	"ZFP30 zinc finger protein"
"207091_at"	"NM_002562"	"P2RX7"	"purinergic receptor P2X, ligand gated ion channel, 7"
"207092_at"	"NM_000230"	"LEP"	"leptin"
"207093_s_at"	"NM_002544"	"NA"	"NA"
"207094_at"	"NM_000634"	"CXCR1"	"chemokine (C-X-C motif) receptor 1"
"207095_at"	"NM_000452"	"SLC10A2"	"solute carrier family 10 (sodium/bile acid cotransporter), member 2"
"207096_at"	"NM_006512"	"NA"	"NA"
"207097_s_at"	"NM_005835"	"SLC17A2"	"solute carrier family 17, member 2"
"207098_s_at"	"NM_017927"	"MFN1"	"mitofusin 1"
"207099_s_at"	"NM_000390"	"CHM"	"choroideremia (Rab escort protein 1)"
"207100_s_at"	"NM_016830"	"VAMP1"	"vesicle-associated membrane protein 1 (synaptobrevin 1)"
"207101_at"	"NM_016830"	"VAMP1"	"vesicle-associated membrane protein 1 (synaptobrevin 1)"
"207102_at"	"NM_005989"	"AKR1D1"	"aldo-keto reductase family 1, member D1"
"207103_at"	"NM_012281"	"KCND2"	"potassium channel, voltage gated Shal related subfamily D, member 2"
"207104_x_at"	"NM_006669"	"LILRB1"	"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1"
"207105_s_at"	"NM_005027"	"PIK3R2"	"phosphoinositide-3-kinase, regulatory subunit 2 (beta)"
"207106_s_at"	"NM_002344"	"LTK"	"leukocyte receptor tyrosine kinase"
"207107_at"	"NM_000329"	"RPE65"	"retinal pigment epithelium-specific protein 65kDa"
"207108_s_at"	"NM_015384"	"NIPBL"	"Nipped-B homolog (Drosophila)"
"207109_at"	"NM_014352"	"POU2F3"	"POU class 2 homeobox 3"
"207110_at"	"NM_021012"	"NA"	"NA"
"207111_at"	"NM_001974"	"ADGRE1"	"adhesion G protein-coupled receptor E1"
"207112_s_at"	"NM_002039"	"GAB1"	"GRB2-associated binding protein 1"
"207113_s_at"	"NM_000594"	"TNF"	"tumor necrosis factor"
"207114_at"	"NM_025261"	"LY6G6C"	"lymphocyte antigen 6 complex, locus G6C"
"207115_x_at"	"NM_017643"	"MBTD1"	"mbt domain containing 1"
"207116_s_at"	"NM_014364"	"GAPDHS"	"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
"207117_at"	"NM_015852"	"ZNF117"	"zinc finger protein 117"
"207118_s_at"	"NM_004659"	"NA"	"NA"
"207119_at"	"NM_006258"	"PRKG1"	"protein kinase, cGMP-dependent, type I"
"207120_at"	"NM_022103"	"ZNF667"	"zinc finger protein 667"
"207121_s_at"	"NM_002748"	"MAPK6"	"mitogen-activated protein kinase 6"
"207122_x_at"	"NM_001054"	"SULT1A2"	"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2"
"207123_s_at"	"NM_003833"	"MATN4"	"matrilin 4"
"207124_s_at"	"NM_006578"	"GNB5"	"guanine nucleotide binding protein (G protein), beta 5"
"207125_at"	"NM_013362"	"ZNF225"	"zinc finger protein 225"
"207126_x_at"	"NM_000463"	"NA"	"NA"
"207127_s_at"	"NM_021644"	"HNRNPH3"	"heterogeneous nuclear ribonucleoprotein H3 (2H9)"
"207128_s_at"	"NM_013361"	"ZNF223"	"zinc finger protein 223"
"207129_at"	"NM_007220"	"CA5B"	"carbonic anhydrase VB, mitochondrial"
"207130_at"	"NM_018634"	"ZMYND8"	"zinc finger, MYND-type containing 8"
"207131_x_at"	"NM_013430"	"NA"	"NA"
"207132_x_at"	"NM_002624"	"PFDN5"	"prefoldin subunit 5"
"207133_x_at"	"NM_025144"	"ALPK1"	"alpha-kinase 1"
"207134_x_at"	"NM_024164"	"TPSB2"	"tryptase beta 2 (gene/pseudogene)"
"207135_at"	"NM_000621"	"HTR2A"	"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled"
"207136_at"	"NM_004312"	"ARR3"	"arrestin 3, retinal (X-arrestin)"
"207137_at"	"NM_013432"	"TONSL"	"tonsoku-like, DNA repair protein"
"207138_at"	"NM_005392"	"PHF2"	"PHD finger protein 2"
"207139_at"	"NM_000704"	"ATP4A"	"ATPase, H+/K+ exchanging, alpha polypeptide"
"207140_at"	"NM_001631"	"ALPI"	"alkaline phosphatase, intestinal"
"207141_s_at"	"U39196"	"KCNJ3"	"potassium channel, inwardly rectifying subfamily J, member 3"
"207142_at"	"NM_002239"	"KCNJ3"	"potassium channel, inwardly rectifying subfamily J, member 3"
"207143_at"	"NM_001259"	"CDK6"	"cyclin-dependent kinase 6"
"207144_s_at"	"NM_004143"	"CITED1"	"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1"
"207145_at"	"NM_005259"	"MSTN"	"myostatin"
"207146_at"	"NM_002278"	"KRT32"	"keratin 32, type I"
"207147_at"	"NM_004405"	"DLX2"	"distal-less homeobox 2"
"207148_x_at"	"NM_016599"	"MYOZ2"	"myozenin 2"
"207149_at"	"L33477"	"CDH12"	"cadherin 12, type 2 (N-cadherin 2)"
"207150_at"	"NM_003055"	"SLC18A3"	"solute carrier family 18 (vesicular acetylcholine transporter), member 3"
"207151_at"	"NM_001118"	"ADCYAP1R1"	"adenylate cyclase activating polypeptide 1 (pituitary) receptor type I"
"207152_at"	"NM_006180"	"NTRK2"	"neurotrophic tyrosine kinase, receptor, type 2"
"207153_s_at"	"NM_007070"	"GLMN"	"glomulin, FKBP associated protein"
"207154_at"	"NM_001362"	"DIO3"	"deiodinase, iodothyronine, type III"
"207155_at"	"NM_000192"	"TBX5"	"T-box 5"
"207156_at"	"NM_021064"	"NA"	"NA"
"207157_s_at"	"NM_005274"	"GNG5"	"guanine nucleotide binding protein (G protein), gamma 5"
"207158_at"	"NM_001644"	"APOBEC1"	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1"
"207159_x_at"	"NM_025021"	"CRTC1"	"CREB regulated transcription coactivator 1"
"207160_at"	"NM_000882"	"IL12A"	"interleukin 12A"
"207161_at"	"NM_014769"	"KIAA0087"	"KIAA0087"
"207162_s_at"	"NM_000718"	"CACNA1B"	"calcium channel, voltage-dependent, N type, alpha 1B subunit"
"207163_s_at"	"NM_005163"	"AKT1"	"v-akt murine thymoma viral oncogene homolog 1"
"207164_s_at"	"NM_006352"	"ZBTB18"	"zinc finger and BTB domain containing 18"
"207165_at"	"NM_012485"	"HMMR"	"hyaluronan-mediated motility receptor (RHAMM)"
"207166_at"	"NM_021955"	"GNGT1"	"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1"
